名称（基本）,名称,緯度,経度,標高 (m),所在地,津波発生時,耐震性,対応している災害,対応していない災害,欲しいもの,足りているもの,困っていること,その他連絡事項,福祉,状況,避難所の種類,状況・避難所の種類（グループ分け用）,開設日時,閉鎖日時,避難者数,避難者数のカウント日時,出典,不明点,更新日時,編集者
くたまふれあいセンター,（閉鎖）くたまふれあいセンター,32.217837,130.0331891,,熊本県 天草市 久玉町 1412-12,,不明,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,,閉鎖,,閉鎖,,,,,http://www.city.amakusa.kumamoto.jp/kinkyu/pub/default.asp?c_id=1&id=44,,2016-04-30 03:18:20 +0900,藤田 周
魚貫町多目的集会施設,（閉鎖）魚貫町多目的集会施設,32.2375402,130.0126451,,熊本県 天草市 魚貫町 1663,,不明,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,,閉鎖,,閉鎖,,,,,http://www.city.amakusa.kumamoto.jp/kinkyu/pub/default.asp?c_id=1&id=44,,2016-04-30 03:18:20 +0900,藤田 周
池田公民館,（閉鎖）池田公民館,32.2462997,129.9838272,,熊本県 天草市 魚貫町 5182-2,,不明,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,,閉鎖,,閉鎖,,,,,http://www.city.amakusa.kumamoto.jp/kinkyu/pub/default.asp?c_id=1&id=44,,2016-04-30 03:18:20 +0900,藤田 周
ふかみふれあいセンター,（閉鎖）ふかみふれあいセンター,32.2546078,130.0946563,,熊本県 天草市 深海町 1842-42,,不明,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,,閉鎖,,閉鎖,,,,,http://www.city.amakusa.kumamoto.jp/kinkyu/pub/default.asp?c_id=1&id=44,,2016-04-30 03:18:20 +0900,藤田 周
二浦地区多目的研修集会施設,（閉鎖）二浦地区多目的研修集会施設,32.2746957,130.0297975,,熊本県 天草市 二浦町亀浦 1035,,不明,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,,閉鎖,,閉鎖,,,,,http://www.city.amakusa.kumamoto.jp/kinkyu/pub/default.asp?c_id=1&id=44,,2016-04-30 03:18:20 +0900,藤田 周
向辺田公民館,（閉鎖）向辺田公民館,32.2697783,129.9885456,,熊本県 天草市 天草町大江向 272,,不明,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,,閉鎖,,閉鎖,,,,,http://www.city.amakusa.kumamoto.jp/kinkyu/pub/default.asp?c_id=1&id=44,,2016-04-30 03:18:20 +0900,藤田 周
楠甫地区コミュニティセンター,（閉鎖）楠甫地区コミュニティセンター,32.4986975,130.3748351,,熊本県 天草市 有明町楠甫 4629-7,,不明,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,,閉鎖,,閉鎖,,,,,http://www.city.amakusa.kumamoto.jp/kinkyu/pub/default.asp?c_id=1&id=44,,2016-04-30 03:18:20 +0900,藤田 周
大浦地区コミュニティセンター,（閉鎖）大浦地区コミュニティセンター,32.5222205,130.360044,,熊本県 天草市 有明町大浦 1723-1,,不明,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,,閉鎖,,閉鎖,,,,,http://www.city.amakusa.kumamoto.jp/kinkyu/pub/default.asp?c_id=1&id=44,,2016-04-30 03:18:20 +0900,藤田 周
須子地区コミュニティセンター,（閉鎖）須子地区コミュニティセンター,32.5139646,130.3418625,,熊本県 天草市 有明町須子 2082-3,,不明,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,,閉鎖,,閉鎖,,,,,http://www.city.amakusa.kumamoto.jp/kinkyu/pub/default.asp?c_id=1&id=44,,2016-04-30 03:18:20 +0900,藤田 周
赤崎地区コミュニティセンター,（閉鎖）赤崎地区コミュニティセンター,32.5174108,130.3204393,,熊本県 天草市 有明町赤崎 1801-1,,不明,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,,閉鎖,,閉鎖,,,,,http://www.city.amakusa.kumamoto.jp/kinkyu/pub/default.asp?c_id=1&id=44,,2016-04-30 03:18:20 +0900,藤田 周
上津浦地区コミュニティセンター,（閉鎖）上津浦地区コミュニティセンター,32.4894627,130.3041748,,熊本県 天草市 有明町上津浦 3706-4,,不明,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,,閉鎖,,閉鎖,,,,,http://www.city.amakusa.kumamoto.jp/kinkyu/pub/default.asp?c_id=1&id=44,,2016-04-30 03:18:20 +0900,藤田 周
下津浦地区コミュニティセンター,（閉鎖）下津浦地区コミュニティセンター,32.4780201,130.29917,,熊本県 天草市 有明町下津浦 2504/下津浦2505-2,,不明,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,,閉鎖,,閉鎖,,,,,http://www.city.amakusa.kumamoto.jp/kinkyu/pub/default.asp?c_id=1&id=44,,2016-04-30 03:18:20 +0900,藤田 周
島子地区コミュニティセンター,（閉鎖）島子地区コミュニティセンター,32.4758333,130.2584739,,熊本県 天草市 有明町大島子 2550-1,,不明,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,,閉鎖,,閉鎖,,,,,http://www.city.amakusa.kumamoto.jp/kinkyu/pub/default.asp?c_id=1&id=44,,2016-04-30 03:18:20 +0900,藤田 周
御所浦島開発総合センター,（閉鎖）御所浦島開発総合センター,32.3375504,130.3379463,,熊本県 天草市 御所浦町御所浦 4310-5,,不明,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,,閉鎖,,閉鎖,,,,,http://www.city.amakusa.kumamoto.jp/kinkyu/pub/default.asp?c_id=1&id=44,,2016-04-30 03:18:20 +0900,藤田 周
御所浦交流センター,（閉鎖）御所浦交流センター,32.3110825,130.3278352,,熊本県 天草市 御所浦町御所浦 5875-2,,不明,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,,閉鎖,,閉鎖,,,,,http://www.city.amakusa.kumamoto.jp/kinkyu/pub/default.asp?c_id=1&id=44,,2016-04-30 03:18:20 +0900,藤田 周
牧島コミュニティセンター,（閉鎖）牧島コミュニティセンター,32.3472721,130.3280266,,熊本県 天草市 御所浦町牧島 625-7,,不明,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,,閉鎖,,閉鎖,,,,,http://www.city.amakusa.kumamoto.jp/kinkyu/pub/default.asp?c_id=1&id=44,,2016-04-30 03:18:20 +0900,藤田 周
横浦島コミュニティーセンター,（閉鎖）横浦島コミュニティーセンター,32.3658965,130.3448343,,熊本県 天草市 御所浦町横浦 383-6,,不明,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,,閉鎖,,閉鎖,,,,,http://www.city.amakusa.kumamoto.jp/kinkyu/pub/default.asp?c_id=1&id=44,,2016-04-30 03:18:20 +0900,藤田 周
御所浦保育所,（閉鎖）御所浦保育所,32.3519889,130.3587458,,熊本県 天草市 御所浦町御所浦 2894-2,,不明,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,,閉鎖,,閉鎖,,,,,http://www.city.amakusa.kumamoto.jp/kinkyu/pub/default.asp?c_id=1&id=44,,2016-04-30 03:18:20 +0900,藤田 周
新和町民センター,（閉鎖）新和町民センター,32.3631847,130.181167,,熊本県 天草市 新和町小宮地 669-1,,不明,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,,閉鎖,,閉鎖,,,,,http://www.city.amakusa.kumamoto.jp/kinkyu/pub/default.asp?c_id=1&id=44,,2016-04-30 03:18:20 +0900,藤田 周
宮南地区コミュニティセンター,（閉鎖）宮南地区コミュニティセンター,32.3223364,130.1917058,,熊本県 天草市 新和町小宮地 10821-1,,不明,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,,閉鎖,,閉鎖,,,,,http://www.city.amakusa.kumamoto.jp/kinkyu/pub/default.asp?c_id=1&id=44,,2016-04-30 03:18:20 +0900,藤田 周
大多尾地区コミュニティセンター,（閉鎖）大多尾地区コミュニティセンター,32.3590688,130.2094928,,熊本県 天草市 新和町大多尾 2852-1,,不明,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,,閉鎖,,閉鎖,,,,,http://www.city.amakusa.kumamoto.jp/kinkyu/pub/default.asp?c_id=1&id=44,,2016-04-30 03:18:20 +0900,藤田 周
碇石地区コミュニティセンター,（閉鎖）碇石地区コミュニティセンター,32.3620757,130.1507682,,熊本県 天草市 新和町碇石 959-1,,不明,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,,閉鎖,,閉鎖,,,,,http://www.city.amakusa.kumamoto.jp/kinkyu/pub/default.asp?c_id=1&id=44,,2016-04-30 03:18:20 +0900,藤田 周
