名称,名称（基本）,所在地,緯度,経度,標高 (m),津波発生時,耐震性,対応している災害,対応していない災害,欲しいもの,足りているもの,困っていること,その他連絡事項,福祉,状況,避難所の種類,避難所の種類・状況,開設日時,閉鎖日時,避難者数,避難者数のカウント日時,出典,不明点,確認日時,編集者
（閉鎖）栖本地区コミュニティセンター,栖本地区コミュニティセンター,熊本県 天草市 栖本町河内 4414-1,32.4443929,130.3086142,73.83346558,安全,不明,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,,閉鎖,,閉鎖,,,,,http://www.city.amakusa.kumamoto.jp/kinkyu/pub/default.asp?c_id=1&id=44,,2016-07-10 23:51 +0900,藤田 周
（閉鎖）栖本福祉会館,栖本福祉会館,熊本県 天草市 栖本町馬場 3682-1,32.4157867,130.2671895,2.162527084,危険,不明,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,,閉鎖,,閉鎖,,,,,http://www.city.amakusa.kumamoto.jp/kinkyu/pub/default.asp?c_id=1&id=44,,2016-07-10 23:51 +0900,藤田 周
（閉鎖）本渡南地区コミュニティセンター,本渡南地区コミュニティセンター,熊本県 天草市 港町 13-5,32.4562099,130.1968935,3.02410078,危険,不明,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,,閉鎖,,閉鎖,,,,,http://www.city.amakusa.kumamoto.jp/kinkyu/pub/default.asp?c_id=1&id=44,,2016-07-10 23:51 +0900,藤田 周
（閉鎖）本渡北地区コミュニティセンター,本渡北地区コミュニティセンター,熊本県 天草市 今釜町 10-43,32.4636065,130.1911102,1.202351093,危険,不明,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,,閉鎖,,閉鎖,,,,,http://www.city.amakusa.kumamoto.jp/kinkyu/pub/default.asp?c_id=1&id=44,,2016-07-10 23:51 +0900,藤田 周
（閉鎖）亀場地区コミュニティセンター,亀場地区コミュニティセンター,熊本県 天草市 亀場町亀川 1698,32.4422389,130.1975303,1.668571353,危険,不明,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,,閉鎖,,閉鎖,,,,,http://www.city.amakusa.kumamoto.jp/kinkyu/pub/default.asp?c_id=1&id=44,,2016-07-10 23:51 +0900,藤田 周
（閉鎖）楠浦地区コミュニティセンター,楠浦地区コミュニティセンター,熊本県 天草市 楠浦町 2366,32.4131388,130.1943649,6.041962147,危険,不明,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,,閉鎖,,閉鎖,,,,,http://www.city.amakusa.kumamoto.jp/kinkyu/pub/default.asp?c_id=1&id=44,,2016-07-10 23:51 +0900,藤田 周
（閉鎖）枦宇土地区コミュニティセンター,枦宇土地区コミュニティセンター,熊本県 天草市 枦宇土町 1711,32.4351062,130.1596878,38.93592072,注意,不明,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,,閉鎖,,閉鎖,,,,,http://www.city.amakusa.kumamoto.jp/kinkyu/pub/default.asp?c_id=1&id=44,,2016-07-10 23:51 +0900,藤田 周
（閉鎖）志柿地区コミュニティセンター,志柿地区コミュニティセンター,熊本県 天草市 志柿町 3390-10,32.4611095,130.2299492,4.486782551,危険,不明,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,,閉鎖,,閉鎖,,,,,http://www.city.amakusa.kumamoto.jp/kinkyu/pub/default.asp?c_id=1&id=44,,2016-07-10 23:51 +0900,藤田 周
（閉鎖）下浦地区コミュニティセンター,下浦地区コミュニティセンター,熊本県 天草市 下浦町 1282,32.4217242,130.2301283,6.838335037,危険,不明,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,,閉鎖,,閉鎖,,,,,http://www.city.amakusa.kumamoto.jp/kinkyu/pub/default.asp?c_id=1&id=44,,2016-07-10 23:51 +0900,藤田 周
（閉鎖）本町地区コミュニティセンター,本町地区コミュニティセンター,熊本県 天草市 本町本 832,32.4666478,130.1316912,78.91401672,安全,不明,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,,閉鎖,,閉鎖,,,,,http://www.city.amakusa.kumamoto.jp/kinkyu/pub/default.asp?c_id=1&id=44,,2016-07-10 23:51 +0900,藤田 周
（閉鎖）佐伊津地区コミュニティセンター,佐伊津地区コミュニティセンター,熊本県 天草市 佐伊津町 2258,32.4921157,130.1903231,4.526462078,危険,不明,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,,閉鎖,,閉鎖,,,,,http://www.city.amakusa.kumamoto.jp/kinkyu/pub/default.asp?c_id=1&id=44,,2016-07-10 23:51 +0900,藤田 周
（閉鎖）宮地岳地区コミュニティセンター,宮地岳地区コミュニティセンター,熊本県 天草市 宮地岳町 5616-2,32.383946,130.1257413,123.8602142,安全,不明,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,,閉鎖,,閉鎖,,,,,http://www.city.amakusa.kumamoto.jp/kinkyu/pub/default.asp?c_id=1&id=44,,2016-07-10 23:51 +0900,藤田 周
（閉鎖）牛深幼稚園,牛深幼稚園,熊本県 天草市 牛深町 2065-9,32.1970328,130.0172407,7.199513435,危険,不明,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,,閉鎖,,閉鎖,,,,,http://www.city.amakusa.kumamoto.jp/kinkyu/pub/default.asp?c_id=1&id=44,,2016-07-10 23:51 +0900,藤田 周
（閉鎖）牛深総合センター,牛深総合センター,熊本県 天草市 牛深町 160,32.195811,130.0252237,8.984683037,危険,不明,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,,閉鎖,,閉鎖,,,,,http://www.city.amakusa.kumamoto.jp/kinkyu/pub/default.asp?c_id=1&id=44,,2016-07-10 23:51 +0900,藤田 周
（閉鎖）天附体育館,天附体育館,熊本県 天草市 牛深町,32.1944694,130.0257515,6.025620461,危険,不明,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,,閉鎖,,閉鎖,,,,,http://www.city.amakusa.kumamoto.jp/kinkyu/pub/default.asp?c_id=1&id=44,,2016-07-10 23:51 +0900,藤田 周
（閉鎖）くたまふれあいセンター,くたまふれあいセンター,熊本県 天草市 久玉町 1412-12,32.217837,130.0331891,4.834406853,危険,不明,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,,閉鎖,,閉鎖,,,,,http://www.city.amakusa.kumamoto.jp/kinkyu/pub/default.asp?c_id=1&id=44,,2016-07-10 23:51 +0900,藤田 周
（閉鎖）魚貫町多目的集会施設,魚貫町多目的集会施設,熊本県 天草市 魚貫町 1663,32.2375402,130.0126451,6.5218606,危険,不明,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,,閉鎖,,閉鎖,,,,,http://www.city.amakusa.kumamoto.jp/kinkyu/pub/default.asp?c_id=1&id=44,,2016-07-10 23:51 +0900,藤田 周
（閉鎖）池田公民館,池田公民館,熊本県 天草市 魚貫町 5182-2,32.2462997,129.9838272,6.769486904,危険,不明,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,,閉鎖,,閉鎖,,,,,http://www.city.amakusa.kumamoto.jp/kinkyu/pub/default.asp?c_id=1&id=44,,2016-07-10 23:51 +0900,藤田 周
